timestamp,net_load,gross_load,pv_profile,pv_surplus,pv_utilized_kw_opt,pv_to_grid_kw_opt,pv_to_battery_kw_opt,grid_to_battery_kw_opt,grid_to_load_kw_opt,battery_to_load_kw_opt,battery_to_grid_kw_opt,SOC_opt,grid_import_kw_opt,grid_export_kw_opt,electricity_savings_step,feed_in_revenue_delta_step,foreign_power_costs,feed_in_tariff_hourly,electricity_savings_arbitrage_step,electricity_savings_pv_self_consumption_step
2023-01-01 00:00:00,214.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0,0.7999999999999999,0.0,0.0,2.1614,0.0,0.0101,0.06,1.7736946465883265,0.3877053534116735
2023-01-01 01:00:00,215.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0,0.7999999999999999,215.0,0.0,0.0,0.0,0.01001,0.06,0.0,0.0
2023-01-01 02:00:00,244.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0.0,0,0.7999999999999999,244.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0
2023-01-01 03:00:00,245.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0,0.8,245.0,0.0,0.0,0.0,0.00999,0.06,0.0,0.0
2023-01-01 04:00:00,217.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,0.0,0,0.8,217.0,0.0,0.0,0.0,0.00997,0.06,0.0,0.0
2023-01-01 05:00:00,214.0,214.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0,0.8000000000000003,214.0,0.0,0.0,0.0,0.009980000000000001,0.06,0.0,0.0
2023-01-01 06:00:00,234.0,234.0,0.0,0.0,0.0,0.0,0.0,117.29323308270659,234.0,0.0,0,0.99,351.2932330827066,0.0,-1.1670676691729307,0.0,0.00995,0.06,-0.9577226228455369,-0.2093450463273939
2023-01-01 07:00:00,244.0,244.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161603e-13,244.0,0.0,0,0.9900000000000003,244.0000000000001,0.0,-8.881784197001252e-16,0.0,0.009980000000000001,0.06,-7.288596780963228e-16,-1.593187416038025e-16
2023-01-01 08:00:00,171.5815045475118,230.0,58.4184954524882,0.0,58.4184954524882,0.0,0.0,-1.1368683772161603e-13,171.5815045475118,0.0,0,0.99,171.58150454751168,0.0,1.1102230246251565e-15,0.0,0.01,0.06,9.110745976204034e-16,1.9914842700475315e-16
2023-01-01 09:00:00,174.11009989039508,214.0,39.88990010960491,0.0,39.88990010960491,0.0,0.0,0.0,174.11009989039508,0.0,0,0.99,174.11009989039508,0.0,0.0,0.0,0.01004,0.06,0.0,0.0
2023-01-01 10:00:00,83.77437936771562,228.0,144.22562063228438,0.0,144.22562063228438,0.0,0.0,0.0,83.77437936771562,0.0,0,0.99,83.77437936771562,0.0,0.0,0.0,0.01006,0.06,0.0,0.0
2023-01-01 11:00:00,192.43356270995912,246.0,53.56643729004088,0.0,53.56643729004088,0.0,0.0,0.0,192.43356270995912,0.0,0,0.99,192.43356270995912,0.0,0.0,0.0,0.01054,0.06,0.0,0.0
2023-01-01 12:00:00,143.6833740320572,236.0,92.31662596794278,0.0,92.31662596794278,0.0,0.0,0.0,0.0,143.6833740320572,0,0.7321067645578461,0.0,0.0,1.7586844981523804,0.0,0.012240000000000001,0.06,1.4432170257290435,0.3154674724233369
2023-01-01 13:00:00,99.72918607257296,212.0,112.27081392742704,0.0,112.27081392742704,0.0,0.0,0.0,99.72918607257296,0.0,0,0.7321067645578461,99.72918607257296,0.0,0.0,0.0,0.01196,0.06,0.0,0.0
2023-01-01 14:00:00,173.2718313001771,220.0,46.7281686998229,0.0,46.7281686998229,0.0,0.0,159.20595460615755,173.2718313001771,0.0,0,0.99,332.47778590633465,0.0,-1.7576337388519794,0.0,0.01104,0.06,-1.442354748433784,-0.3152789904181955
2023-01-01 15:00:00,240.441154273188,245.0,4.558845726811991,0.0,4.558845726811991,0.0,0.0,0.0,240.44115427318798,2.842170943040401e-14,0,0.99,240.44115427318798,0.0,4.440892098500626e-16,0.0,0.01366,0.06,3.644298390481614e-16,7.965937080190126e-17
2023-01-01 16:00:00,237.0,237.0,0.0,0.0,0.0,0.0,0.0,-1.1368683772161603e-13,237.0,0.0,0,0.9900000000000001,236.9999999999999,0.0,5.329070518200751e-15,0.0,0.05306,0.06,4.373158068577937e-15,9.55912449622815e-16
2023-01-01 17:00:00,213.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,130.00000000000006,82.99999999999994,0,0.8410256410256411,130.00000000000006,0.0,4.974189999999997,0.0,0.059930000000000004,0.06,4.081934937592848,0.8922550624071486
2023-01-01 18:00:00,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0,0.4479487179487181,0.0,0.0,14.892000000000001,0.0,0.068,0.06,12.220718366333562,2.67128163366644
2023-01-01 19:00:00,244.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,0,0.009999999999999967,0.0,0.0,15.677,0.0,0.06425,0.06,12.864907455614507,2.8120925443854934
2023-01-01 20:00:00,247.0,247.0,0.0,0.0,0.0,0.0,0.0,0.0,247.00000000000003,-2.842170943040401e-14,0,0.01,247.00000000000003,0.0,-1.7763568394002505e-15,0.0,0.05801,0.06,-1.4577193561926455e-15,-3.18637483207605e-16
2023-01-01 21:00:00,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0,0.010000000000000016,219.0,0.0,0.0,0.0,0.052950000000000004,0.06,0.0,0.0
2023-01-01 22:00:00,219.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,219.0,0.0,0,0.01,219.0,0.0,0.0,0.0,0.05709,0.06,0.0,0.0
2023-01-01 23:00:00,242.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,242.0,0.0,0,0.01,242.0,0.0,0.0,0.0,0.04555,0.06,0.0,0.0
